,id,first_name,last_name,specialty,sub_specialty,languages
542,543,Valencia,Caff,Plastic Surgery,"Burn Surgery, Aesthetic Surgery, Craniofacial Surgery, Reconstructive Surgery",English
543,544,Town,Chater,Dermatology,"Pediatric Dermatology, Cosmetic Dermatology, Mohs Surgery, Dermatopathology",English
544,545,Tierney,Jeste,Nephrology,"Glomerular Diseases, Transplant Nephrology, Dialysis",Arabic
545,546,Niko,Moulton,Otolaryngology,Rhinology,"English, Urdu"
546,547,Hale,Raun,Plastic Surgery,"Craniofacial Surgery, Burn Surgery, Reconstructive Surgery",Spanish
547,548,Lyndsay,Usher,Cardiology,Heart Failure,"English, Urdu"
548,549,Carolyne,Nairn,Endocrinology,"Thyroid Disorders, Diabetes, Pituitary Disorders, Adrenal Disorders","Hindi, English"
549,550,Manda,Vials,Dermatology,Dermatopathology,English
550,551,Hermione,Tapin,Cardiology,"Electrophysiology, Cardiac Imaging","Arabic, Urdu"
551,552,Babbette,Dufall,Emergency Medicine,"Disaster Medicine, Toxicology, Pediatric Emergency Medicine, Ultrasound","Urdu, Arabic"
552,553,Francis,Belle,Hematology,Lymphoma,"Arabic, Hindi"
553,554,Bret,Anstee,Endocrinology,"Diabetes, Thyroid Disorders, Adrenal Disorders",English
554,555,Mel,Boothebie,Plastic Surgery,"Burn Surgery, Aesthetic Surgery, Craniofacial Surgery, Reconstructive Surgery",Hindi
555,556,Corinne,Anster,Urology,Pediatric Urology,Urdu
556,557,Terri,Smallcomb,General Surgery,"Trauma Surgery, Breast Surgery, Colorectal Surgery","Arabic, English"
557,558,Brewster,Jedrys,Hematology,"Coagulation Disorders, Lymphoma, Leukemia","French, Spanish"
558,559,Myles,Follit,Nephrology,"Dialysis, Transplant Nephrology, Glomerular Diseases","Urdu, Hindi"
559,560,Anni,Curston,Pulmonology,"Interstitial Lung Disease, Pulmonary Hypertension, Critical Care, Sleep Medicine","Arabic, Arabic"
560,561,Emalia,Akrigg,Radiology,"Breast Imaging, Musculoskeletal Radiology, Interventional Radiology","English, English"
561,562,Wells,Derill,Emergency Medicine,"Pediatric Emergency Medicine, Ultrasound","English, French"
562,563,Melisande,Boole,Urology,"Pediatric Urology, Endourology, Female Urology","Arabic, French"
563,564,Haskel,Keeley,Emergency Medicine,"Ultrasound, Toxicology","Urdu, Spanish"
564,565,Sumner,Ferrolli,Pulmonology,"Sleep Medicine, Pulmonary Hypertension",English
565,566,Hyatt,Gallahue,Plastic Surgery,"Burn Surgery, Craniofacial Surgery",Urdu
566,567,Jabez,Siddell,Cardiology,"Electrophysiology, Heart Failure, Cardiac Imaging, Pediatric Cardiology, Interventional Cardiology",English
567,568,Madelaine,Westmerland,Radiology,"Neuroradiology, Breast Imaging",English
568,569,Valina,Wingham,Urology,"Female Urology, Pediatric Urology, Endourology","Arabic, English"
569,570,Kennett,Layborn,Pulmonology,"Sleep Medicine, Interstitial Lung Disease, Pulmonary Hypertension, Critical Care","French, Urdu"
570,571,Chiquita,Fullwood,Pulmonology,"Critical Care, Interstitial Lung Disease, Sleep Medicine",Urdu
571,572,Berkly,Andriolli,Plastic Surgery,Burn Surgery,"English, Hindi"
572,573,Tory,McFetrich,Ophthalmology,"Cornea, Pediatric Ophthalmology, Glaucoma",Urdu
573,574,Tamar,Mitro,Emergency Medicine,"Ultrasound, Toxicology","Arabic, Hindi"
574,575,Waite,Standrin,Rheumatology,"Spondyloarthritis, Rheumatoid Arthritis, Vasculitis","Arabic, Hindi"
575,576,Pia,Orrow,Endocrinology,Thyroid Disorders,Urdu
576,577,Daisey,Ferrer,Pediatrics,Pediatric Infectious Diseases,"Arabic, Urdu"
577,578,Eadith,Arbor,Hematology,"Coagulation Disorders, Lymphoma","Arabic, Urdu"
578,579,Roi,Clemo,Ophthalmology,"Pediatric Ophthalmology, Cornea, Retina, Glaucoma",English
579,580,Nissie,Millsom,Cardiology,"Interventional Cardiology, Pediatric Cardiology","Urdu, Arabic"
580,581,Clerissa,Mattioli,Infectious Diseases,Antimicrobial Stewardship,English
581,582,Lou,Santon,General Surgery,"Trauma Surgery, Minimally Invasive Surgery, Breast Surgery, Colorectal Surgery",Hindi
582,583,Donny,Mattersley,Orthopedics,"Sports Medicine, Spine Surgery, Pediatric Orthopedics","English, Arabic"
583,584,Griswold,McMearty,Pediatrics,"Pediatric Neurology, Pediatric Infectious Diseases, Pediatric Endocrinology, Pediatric Cardiology","English, English"
584,585,Sherline,Wainwright,Hematology,"Lymphoma, Coagulation Disorders",Spanish
585,586,Leonie,Wevell,Cardiology,"Interventional Cardiology, Electrophysiology, Heart Failure, Pediatric Cardiology, Cardiac Imaging",French
586,587,Brantley,Toderini,Nephrology,"Glomerular Diseases, Dialysis, Transplant Nephrology","Spanish, English"
587,588,Fanny,Peterken,Obstetrics and Gynecology,"Urogynecology, Maternal-Fetal Medicine",Arabic
588,589,Gerrard,Heavens,Dermatology,"Cosmetic Dermatology, Pediatric Dermatology, Mohs Surgery, Dermatopathology","Arabic, Spanish"
589,590,Bartlett,Fallowes,Radiology,"Interventional Radiology, Neuroradiology, Breast Imaging",Hindi
590,591,Honey,Krebs,Psychiatry,"Addiction Psychiatry, Forensic Psychiatry, Geriatric Psychiatry","Arabic, Arabic"
591,592,Cleopatra,Chainey,Radiology,"Breast Imaging, Interventional Radiology, Neuroradiology, Musculoskeletal Radiology",English
592,593,Rafi,Dendon,Cardiology,"Heart Failure, Cardiac Imaging, Interventional Cardiology",Arabic
593,594,Jennee,Ludovici,Endocrinology,"Diabetes, Thyroid Disorders",French
594,595,Hal,Pevsner,Pulmonology,"Interstitial Lung Disease, Pulmonary Hypertension, Sleep Medicine, Critical Care",English
595,596,Manda,Mangeot,Emergency Medicine,Disaster Medicine,"Spanish, Urdu"
596,597,Fons,Giraudot,General Surgery,"Colorectal Surgery, Minimally Invasive Surgery, Breast Surgery, Trauma Surgery",English
597,598,Charin,Kinforth,Emergency Medicine,"Disaster Medicine, Toxicology, Pediatric Emergency Medicine","English, Arabic"
598,599,Modestia,Mcwhinnie,Oncology,"Hematologic Malignancies, Breast Cancer, Palliative Oncology","Urdu, English"
599,600,Izak,Sargant,Otolaryngology,Laryngology,English
600,601,Celia,Mold,Otolaryngology,"Head and Neck Surgery, Rhinology, Laryngology, Otology","English, French"
601,602,Royall,Klugel,Endocrinology,"Adrenal Disorders, Thyroid Disorders","French, English"
602,603,Danya,Ricciardo,Plastic Surgery,"Craniofacial Surgery, Aesthetic Surgery","English, Arabic"
603,604,Ida,Fullerlove,Internal Medicine,"Clinical Pharmacology, Primary Care, Medical Oncology, Hospital Medicine","Arabic, Spanish"
604,605,Gabriel,Slark,Rheumatology,"Vasculitis, Rheumatoid Arthritis","Arabic, French"
605,606,Ethelyn,Shackell,Cardiology,"Cardiac Imaging, Interventional Cardiology, Heart Failure, Electrophysiology",German
606,607,Marillin,Flanaghan,Pulmonology,"Critical Care, Sleep Medicine, Pulmonary Hypertension",English
607,608,Joseito,Iredale,Hematology,"Lymphoma, Anemia, Leukemia","Spanish, Arabic"
608,609,Angele,Tuxsell,Otolaryngology,"Otology, Rhinology, Head and Neck Surgery, Laryngology","Urdu, Spanish"
609,610,Ellyn,Freemantle,Urology,"Endourology, Female Urology, Pediatric Urology",English
610,611,Hana,Waterland,Pediatrics,"Pediatric Infectious Diseases, Pediatric Neurology, Pediatric Endocrinology, Pediatric Cardiology",English
611,612,Luce,Putley,General Surgery,"Minimally Invasive Surgery, Breast Surgery","English, French"
612,613,Berke,Baraja,Cardiology,Heart Failure,"Arabic, German"
613,614,Jenifer,Anstie,Endocrinology,Pituitary Disorders,Spanish
614,615,Alisun,Scown,Urology,"Pediatric Urology, Endourology","English, Urdu"
615,616,De witt,Vasichev,Obstetrics and Gynecology,"Maternal-Fetal Medicine, Gynecologic Oncology, Urogynecology","Arabic, German"
616,617,Dore,Harget,Geriatrics,"Multimorbidity, Falls and Balance",English
617,618,Sharon,Markussen,Family Medicine,"Geriatric Medicine, Women's Health, Preventive Care, Adolescent Medicine","English, Hindi"
618,619,Romona,Fooks,Gastroenterology,"Pancreatology, Advanced Endoscopy, Inflammatory Bowel Disease, Hepatology","German, Urdu"
619,620,Murial,Kornalik,Pulmonology,Pulmonary Hypertension,"English, French"
620,621,Etheline,Capes,Obstetrics and Gynecology,"Reproductive Endocrinology, Maternal-Fetal Medicine, Urogynecology","English, English"
621,622,Marleah,Martin,Geriatrics,"Falls and Balance, Memory Disorders, Multimorbidity","German, Arabic"
622,623,Kyla,Hawson,Neurology,"Epilepsy, Stroke, Multiple Sclerosis","English, Spanish"
623,624,Irma,Hudleston,Otolaryngology,"Otology, Head and Neck Surgery, Laryngology","Urdu, Hindi"
624,625,Tucky,Danelut,Ophthalmology,Glaucoma,Arabic
625,626,Zolly,Jeanenet,Infectious Diseases,Tuberculosis,"English, English"
626,627,Caroljean,Whoolehan,Endocrinology,"Thyroid Disorders, Pituitary Disorders","Hindi, Arabic"
627,628,Terence,Meckiff,Dermatology,"Pediatric Dermatology, Dermatopathology","English, French"
628,629,Brien,Carlon,Pulmonology,"Interstitial Lung Disease, Critical Care, Sleep Medicine, Pulmonary Hypertension",English
629,630,Ricard,Agett,General Surgery,"Breast Surgery, Minimally Invasive Surgery, Trauma Surgery",Arabic
630,631,Kiley,Enriquez,Dermatology,Cosmetic Dermatology,Hindi
631,632,Jaye,Flewan,Emergency Medicine,"Ultrasound, Pediatric Emergency Medicine","Arabic, Urdu"
632,633,Jacqueline,Varlow,Psychiatry,"Geriatric Psychiatry, Forensic Psychiatry","Hindi, Spanish"
633,634,Imogen,Brackenridge,Pediatrics,Pediatric Neurology,"Arabic, Hindi"
634,635,Thaddeus,Gadsdon,Neurology,Neuromuscular Disorders,Spanish
635,636,Tilda,Amberson,Dermatology,"Mohs Surgery, Cosmetic Dermatology","English, Spanish"
636,637,Melvyn,Bainton,Orthopedics,"Spine Surgery, Sports Medicine, Pediatric Orthopedics, Joint Replacement","English, French"
637,638,Wilmer,Kelledy,Dermatology,"Dermatopathology, Pediatric Dermatology, Cosmetic Dermatology, Mohs Surgery","Arabic, French"
638,639,Tarrance,Cronk,Internal Medicine,"Medical Oncology, Hospital Medicine, Clinical Pharmacology","English, Hindi"
639,640,Tamqrah,Shenton,Otolaryngology,"Laryngology, Head and Neck Surgery, Rhinology, Otology",English
640,641,Ralina,Quernel,Orthopedics,"Pediatric Orthopedics, Sports Medicine, Spine Surgery, Joint Replacement","Hindi, Spanish"
641,642,Larissa,Goddert.sf,Urology,"Pediatric Urology, Urologic Oncology, Endourology","Arabic, French"
642,643,Hilly,Ough,Emergency Medicine,"Ultrasound, Disaster Medicine, Toxicology","Hindi, Urdu"
643,644,Shep,Spileman,Internal Medicine,"Clinical Pharmacology, Medical Oncology, Hospital Medicine, Primary Care",Urdu
644,645,Rockie,Philcock,Psychiatry,"Child and Adolescent Psychiatry, Addiction Psychiatry, Geriatric Psychiatry, Forensic Psychiatry","Arabic, French"
645,646,Noelani,Linguard,Neurology,"Multiple Sclerosis, Stroke","English, Urdu"
646,647,Lindy,Deamer,Internal Medicine,Primary Care,"English, English"
647,648,Broderick,Elnor,Obstetrics and Gynecology,"Gynecologic Oncology, Urogynecology","Arabic, English"
648,649,Sollie,Skokoe,Neurology,"Stroke, Epilepsy, Multiple Sclerosis",English
649,650,Maren,Dikle,Radiology,"Neuroradiology, Musculoskeletal Radiology, Breast Imaging",French
650,651,Sylvia,Cockarill,Emergency Medicine,Pediatric Emergency Medicine,"English, English"
651,652,Lorry,Pover,Gastroenterology,"Inflammatory Bowel Disease, Advanced Endoscopy, Pancreatology, Hepatology","English, German"
652,653,Annecorinne,Jocic,Radiology,"Neuroradiology, Interventional Radiology, Breast Imaging",English
653,654,Kania,Megson,Plastic Surgery,"Aesthetic Surgery, Craniofacial Surgery","Spanish, French"
654,655,Nina,Medland,Family Medicine,"Geriatric Medicine, Women's Health, Adolescent Medicine","French, Arabic"
655,656,Rafaello,Haughan,Neurology,Multiple Sclerosis,"Arabic, Urdu"
656,657,Jojo,Dullingham,Pediatrics,Pediatric Neurology,"Hindi, Urdu"
657,658,Deena,Chazotte,Hematology,"Leukemia, Anemia","Hindi, French"
658,659,Donnie,Gonsalvez,Hematology,"Leukemia, Anemia, Coagulation Disorders",English
659,660,Putnem,Gossage,Gastroenterology,"Pancreatology, Hepatology, Inflammatory Bowel Disease","Hindi, Urdu"
660,661,Natasha,Hounsom,Obstetrics and Gynecology,Gynecologic Oncology,"Arabic, English"
661,662,Vere,Cissen,Pediatrics,"Pediatric Neurology, Pediatric Infectious Diseases, Pediatric Cardiology, Pediatric Endocrinology",Spanish
662,663,Brandtr,McCluin,Ophthalmology,"Cornea, Pediatric Ophthalmology, Glaucoma, Retina",Arabic
663,664,Jeno,Whinray,Rheumatology,"Lupus, Spondyloarthritis, Rheumatoid Arthritis",French
664,665,Willamina,Crookshanks,Urology,"Urologic Oncology, Endourology, Female Urology",English
665,666,Robbie,Markham,Geriatrics,"Multimorbidity, Memory Disorders","English, Urdu"
666,667,Kyla,O'Kielt,Otolaryngology,Otology,"Arabic, Urdu"
667,668,Georas,Dommerque,Gastroenterology,"Inflammatory Bowel Disease, Advanced Endoscopy, Pancreatology, Hepatology",Urdu
668,669,Dorine,Olczyk,Oncology,"Hematologic Malignancies, Breast Cancer, Palliative Oncology, Lung Cancer",English
669,670,Candace,Templar,Ophthalmology,Pediatric Ophthalmology,"English, Arabic"
670,671,Thacher,MacGray,Pulmonology,"Pulmonary Hypertension, Interstitial Lung Disease","German, English"
671,672,Nesta,Kellar,Nephrology,Chronic Kidney Disease,"English, Urdu"
672,673,Helenelizabeth,Pervew,Gastroenterology,"Advanced Endoscopy, Inflammatory Bowel Disease",English
673,674,Kayle,Stamper,Family Medicine,"Geriatric Medicine, Adolescent Medicine","English, Urdu"
674,675,Hillel,Vassbender,Cardiology,"Heart Failure, Cardiac Imaging, Pediatric Cardiology, Interventional Cardiology","Hindi, Hindi"
675,676,Renata,Cawley,Pediatrics,"Pediatric Infectious Diseases, Pediatric Cardiology, Pediatric Endocrinology, Pediatric Neurology","English, English"
676,677,Henryetta,Pratton,Psychiatry,Child and Adolescent Psychiatry,"English, Arabic"
677,678,Gorden,McMeeking,Urology,"Pediatric Urology, Urologic Oncology, Female Urology, Endourology",English
678,679,Maurene,Clair,Rheumatology,Vasculitis,"Arabic, German"
679,680,Cornelle,Linturn,Gastroenterology,"Inflammatory Bowel Disease, Hepatology, Pancreatology",English
680,681,Jarib,Sommerled,Plastic Surgery,"Aesthetic Surgery, Craniofacial Surgery, Reconstructive Surgery, Burn Surgery","English, German"
681,682,Omero,Sterre,General Surgery,Trauma Surgery,French
682,683,Annabela,Rathjen,Internal Medicine,"Hospital Medicine, Medical Oncology, Clinical Pharmacology","French, English"
683,684,Morena,Shearman,Rheumatology,"Rheumatoid Arthritis, Vasculitis",English
684,685,Wat,Tarry,Oncology,"Hematologic Malignancies, Lung Cancer, Breast Cancer","French, French"
685,686,Nerita,Krystof,Radiology,"Interventional Radiology, Breast Imaging, Neuroradiology, Musculoskeletal Radiology",English
686,687,Venus,Ivanchenkov,Infectious Diseases,"Tuberculosis, Antimicrobial Stewardship, HIV/AIDS","English, English"
687,688,Martie,Stearndale,Plastic Surgery,Burn Surgery,English
688,689,Tomasine,Tarbett,Oncology,Palliative Oncology,Arabic
689,690,Cross,Pennone,Radiology,"Interventional Radiology, Breast Imaging","English, Spanish"
690,691,Gram,McCuffie,Oncology,"Breast Cancer, Palliative Oncology, Lung Cancer, Hematologic Malignancies","English, French"
691,692,Barry,Ledgeway,Plastic Surgery,Burn Surgery,Hindi
692,693,Felecia,Jeal,Family Medicine,"Preventive Care, Adolescent Medicine","English, Urdu"
693,694,Ailey,Santello,Emergency Medicine,Ultrasound,"Arabic, English"
694,695,Jacynth,Oldall,Neurology,"Neuromuscular Disorders, Multiple Sclerosis",Arabic
695,696,Kandace,Isakson,Psychiatry,"Addiction Psychiatry, Child and Adolescent Psychiatry","Urdu, Hindi"
696,697,Ethelin,Ballingal,Radiology,Interventional Radiology,"English, Urdu"
697,698,Haslett,Jump,Hematology,"Anemia, Leukemia, Coagulation Disorders, Lymphoma",Hindi
698,699,Worth,Merigot,Endocrinology,"Diabetes, Pituitary Disorders","Arabic, German"
699,700,Lulita,Grinyakin,Dermatology,"Dermatopathology, Pediatric Dermatology","English, French"
700,701,Randy,Schroeder,Cardiology,"Heart Failure, Electrophysiology","Arabic, Hindi"
701,702,Celka,Eady,Pediatrics,"Pediatric Cardiology, Pediatric Neurology, Pediatric Infectious Diseases, Pediatric Endocrinology","Hindi, French"
702,703,Vivi,Ferie,Pulmonology,"Interstitial Lung Disease, Critical Care","Arabic, Arabic"
703,704,Nicolas,Rosenfeld,Cardiology,"Pediatric Cardiology, Interventional Cardiology","Spanish, Urdu"
704,705,Heinrick,Bazell,Ophthalmology,"Retina, Pediatric Ophthalmology, Cornea, Glaucoma","English, Hindi"
705,706,Philippine,Lincoln,Rheumatology,Lupus,English
706,707,Kassia,Baiss,Internal Medicine,"Clinical Pharmacology, Medical Oncology, Hospital Medicine",English
707,708,Darlleen,Snar,Family Medicine,"Women's Health, Adolescent Medicine","Arabic, Urdu"
708,709,Constanta,Lahive,Nephrology,"Dialysis, Transplant Nephrology",English
709,710,Ciro,Mathiassen,Dermatology,Pediatric Dermatology,Urdu
710,711,Jehu,Olyet,Geriatrics,"Palliative Care, Memory Disorders","English, German"
711,712,Charlie,Schrinel,Urology,"Urologic Oncology, Endourology, Female Urology","Urdu, Urdu"
712,713,Reiko,Barajaz,Endocrinology,"Diabetes, Thyroid Disorders",English
713,714,Leonore,Bezzant,Oncology,"Lung Cancer, Breast Cancer, Hematologic Malignancies","English, French"
714,715,Gifford,McGraw,Ophthalmology,Cornea,German
715,716,Effie,McPeake,Ophthalmology,"Retina, Glaucoma, Cornea","Urdu, French"
716,717,Frasier,Datte,General Surgery,"Colorectal Surgery, Minimally Invasive Surgery, Breast Surgery, Trauma Surgery",Urdu
717,718,Iain,Lage,Orthopedics,"Pediatric Orthopedics, Spine Surgery","English, German"
718,719,Gallard,Fuzzens,Pulmonology,"Interstitial Lung Disease, Pulmonary Hypertension, Sleep Medicine, Critical Care",German
719,720,Ania,Wilkowski,Ophthalmology,Cornea,German
720,721,Anallese,Vertigan,Orthopedics,Joint Replacement,Hindi
721,722,Milissent,Green,Family Medicine,"Adolescent Medicine, Preventive Care, Geriatric Medicine, Women's Health","English, English"
722,723,Greg,Retchford,Psychiatry,"Forensic Psychiatry, Geriatric Psychiatry, Addiction Psychiatry","English, French"
723,724,Kalila,Mattes,Cardiology,"Interventional Cardiology, Heart Failure, Electrophysiology, Cardiac Imaging, Pediatric Cardiology","Hindi, Hindi"
724,725,Norene,Skehens,Pediatrics,"Pediatric Cardiology, Pediatric Endocrinology, Pediatric Neurology",English
725,726,Ardyth,Pickerell,Internal Medicine,"Primary Care, Medical Oncology","Urdu, Hindi"
726,727,Martynne,Poyzer,Radiology,"Breast Imaging, Interventional Radiology, Musculoskeletal Radiology","Arabic, German"
727,728,Pauly,Lissett,Dermatology,Dermatopathology,Urdu
728,729,Herby,Rudledge,Plastic Surgery,"Aesthetic Surgery, Burn Surgery, Reconstructive Surgery",English
729,730,Waly,Winchcum,Endocrinology,Diabetes,"Arabic, Urdu"
730,731,Dorthea,Mobley,Oncology,"Palliative Oncology, Lung Cancer, Breast Cancer","English, Spanish"
731,732,Jaclin,Blei,Hematology,"Leukemia, Lymphoma, Coagulation Disorders, Anemia","English, English"
732,733,Micheal,Dinley,Obstetrics and Gynecology,"Gynecologic Oncology, Reproductive Endocrinology, Maternal-Fetal Medicine, Urogynecology","English, Spanish"
733,734,Ingrid,Harman,Rheumatology,"Vasculitis, Rheumatoid Arthritis, Spondyloarthritis, Lupus","Arabic, Hindi"
734,735,Boyd,Richardsson,Obstetrics and Gynecology,"Urogynecology, Maternal-Fetal Medicine, Gynecologic Oncology",Arabic
735,736,Elissa,Andreix,Psychiatry,"Forensic Psychiatry, Child and Adolescent Psychiatry, Geriatric Psychiatry, Addiction Psychiatry","Spanish, German"
736,737,Ade,Hixley,Radiology,"Interventional Radiology, Musculoskeletal Radiology, Breast Imaging",English
737,738,Gwyneth,Carson,Gastroenterology,"Inflammatory Bowel Disease, Advanced Endoscopy","English, Hindi"
738,739,Vale,Pidwell,Urology,"Endourology, Pediatric Urology, Urologic Oncology",English
739,740,Roger,Maylam,Infectious Diseases,"Antimicrobial Stewardship, HIV/AIDS",English
740,741,Whitaker,Whitaker,Nephrology,"Glomerular Diseases, Chronic Kidney Disease",Hindi
741,742,Lay,Sutheran,Pulmonology,"Pulmonary Hypertension, Interstitial Lung Disease, Sleep Medicine","English, German"
742,743,Allix,Crowder,Ophthalmology,"Retina, Cornea, Pediatric Ophthalmology, Glaucoma","English, Urdu"
743,744,Clementia,L'Amie,Radiology,"Neuroradiology, Breast Imaging",Hindi
744,745,Boyce,Tellesson,Pediatrics,Pediatric Neurology,"Hindi, Hindi"
745,746,Dew,Cheng,Gastroenterology,"Hepatology, Pancreatology, Advanced Endoscopy, Inflammatory Bowel Disease","English, Spanish"
746,747,Carmel,Joselson,Cardiology,"Cardiac Imaging, Interventional Cardiology","English, Arabic"
747,748,Valle,Rees,Psychiatry,"Child and Adolescent Psychiatry, Geriatric Psychiatry, Forensic Psychiatry","English, Arabic"
748,749,Morgana,Kamienski,Internal Medicine,"Primary Care, Clinical Pharmacology, Hospital Medicine, Medical Oncology","English, Hindi"
749,750,Veronique,Krabbe,Nephrology,Dialysis,"English, Arabic"
750,751,Glenden,Seegar,Pulmonology,"Sleep Medicine, Interstitial Lung Disease","English, Urdu"
751,752,Bettina,Gelland,Plastic Surgery,"Burn Surgery, Aesthetic Surgery, Reconstructive Surgery","English, Arabic"
752,753,Dawn,Obey,Internal Medicine,Medical Oncology,"English, French"
753,754,Seymour,Chisolm,Urology,"Pediatric Urology, Endourology","English, German"
754,755,Lamont,Ingrey,Emergency Medicine,"Disaster Medicine, Toxicology, Ultrasound, Pediatric Emergency Medicine","English, Arabic"
755,756,Yvonne,Slaughter,Obstetrics and Gynecology,Maternal-Fetal Medicine,French
756,757,Cheri,Witcomb,General Surgery,Minimally Invasive Surgery,"Urdu, Arabic"
757,758,Rosabel,Banton,Plastic Surgery,Burn Surgery,English
758,759,Madelon,Thrussell,Plastic Surgery,"Reconstructive Surgery, Burn Surgery","English, English"
759,760,Agustin,Cremins,Pediatrics,"Pediatric Cardiology, Pediatric Infectious Diseases, Pediatric Endocrinology",Hindi
760,761,Godart,Buten,Internal Medicine,"Medical Oncology, Clinical Pharmacology, Primary Care, Hospital Medicine","English, German"
761,762,Nicola,Kyncl,Obstetrics and Gynecology,"Gynecologic Oncology, Reproductive Endocrinology",English
762,763,Amye,Bengtsson,Geriatrics,"Memory Disorders, Multimorbidity","English, Spanish"
763,764,Rafa,Itscovitz,Otolaryngology,"Laryngology, Rhinology",French
764,765,Violetta,Rubenovic,Endocrinology,"Diabetes, Adrenal Disorders",English
765,766,Zechariah,Confait,Internal Medicine,"Primary Care, Hospital Medicine, Clinical Pharmacology","Spanish, Urdu"
766,767,Bernardine,Lortzing,Gastroenterology,Hepatology,Arabic
767,768,Thebault,Marples,Pulmonology,"Pulmonary Hypertension, Interstitial Lung Disease, Sleep Medicine, Critical Care","Hindi, French"
768,769,Laetitia,Coode,Orthopedics,"Sports Medicine, Spine Surgery, Pediatric Orthopedics, Joint Replacement",Spanish
769,770,Vera,Lowndes,Otolaryngology,"Laryngology, Head and Neck Surgery, Otology",German
770,771,Erinna,Coombs,Gastroenterology,"Inflammatory Bowel Disease, Hepatology, Advanced Endoscopy, Pancreatology","English, French"
771,772,Phyllis,Rumsby,Infectious Diseases,"Antimicrobial Stewardship, Tuberculosis, HIV/AIDS","Hindi, Urdu"
772,773,Ellie,Gravenell,General Surgery,Colorectal Surgery,"English, Arabic"
773,774,Daphene,Monnelly,Orthopedics,"Sports Medicine, Pediatric Orthopedics, Joint Replacement","Arabic, Arabic"
774,775,Rene,Heart,Nephrology,"Chronic Kidney Disease, Dialysis, Glomerular Diseases",English
775,776,Morse,Toffler,Family Medicine,"Geriatric Medicine, Adolescent Medicine","German, Hindi"
776,777,Rona,Arnaez,Obstetrics and Gynecology,"Reproductive Endocrinology, Urogynecology, Maternal-Fetal Medicine, Gynecologic Oncology",English
777,778,Desiree,De Carolis,Obstetrics and Gynecology,Reproductive Endocrinology,Hindi
778,779,Hobie,Harty,Nephrology,"Dialysis, Transplant Nephrology, Glomerular Diseases","English, Hindi"
779,780,Elton,Gawler,Geriatrics,Palliative Care,Arabic
780,781,Tadd,Dodds,Plastic Surgery,"Reconstructive Surgery, Burn Surgery",English
781,782,Norry,Perche,General Surgery,Colorectal Surgery,Spanish
782,783,Frankie,Woollaston,Orthopedics,Pediatric Orthopedics,Arabic
783,784,Margarete,Nesbit,Radiology,"Neuroradiology, Interventional Radiology, Musculoskeletal Radiology","English, English"
784,785,Kincaid,Rostron,Gastroenterology,"Hepatology, Inflammatory Bowel Disease","English, Hindi"
785,786,Fidelity,Coulthard,Internal Medicine,"Hospital Medicine, Primary Care, Clinical Pharmacology, Medical Oncology",English
786,787,Chev,Danelutti,Orthopedics,"Joint Replacement, Sports Medicine, Pediatric Orthopedics, Spine Surgery","French, English"
787,788,Dominick,McGillacoell,Dermatology,"Cosmetic Dermatology, Pediatric Dermatology, Dermatopathology",English
788,789,Querida,Taylder,Family Medicine,"Adolescent Medicine, Preventive Care",Arabic
789,790,Anetta,Dykins,Pediatrics,Pediatric Endocrinology,"Arabic, Hindi"
790,791,Wernher,Hedgecock,Radiology,Breast Imaging,English
791,792,Quentin,Glisenan,Infectious Diseases,"Antimicrobial Stewardship, Tropical Diseases",English
792,793,Angie,Schwerin,Urology,"Urologic Oncology, Endourology","Urdu, English"
793,794,Micki,Harbage,Orthopedics,"Sports Medicine, Spine Surgery","Arabic, Arabic"
794,795,Erminia,Jandac,Pulmonology,"Interstitial Lung Disease, Critical Care",Arabic
795,796,Audie,Durman,General Surgery,"Breast Surgery, Minimally Invasive Surgery","English, German"
796,797,Lucia,Glenister,Pulmonology,"Pulmonary Hypertension, Interstitial Lung Disease, Sleep Medicine, Critical Care","Arabic, German"
797,798,Fidelity,Mattheissen,Emergency Medicine,"Ultrasound, Disaster Medicine, Toxicology",German
798,799,Gregoor,Walas,Urology,"Pediatric Urology, Female Urology, Urologic Oncology, Endourology","Arabic, Urdu"
799,800,Langston,Deacock,Urology,"Pediatric Urology, Urologic Oncology","English, Arabic"
800,801,Roze,Herety,Geriatrics,Palliative Care,"English, Urdu"
801,802,Erich,Skeath,Ophthalmology,"Pediatric Ophthalmology, Retina, Cornea, Glaucoma","English, French"
802,803,Cleopatra,Bedder,Radiology,"Musculoskeletal Radiology, Interventional Radiology","Arabic, French"
803,804,Andromache,Larenson,Pediatrics,"Pediatric Infectious Diseases, Pediatric Cardiology, Pediatric Endocrinology","Urdu, German"
804,805,Malchy,Lemerie,Radiology,"Musculoskeletal Radiology, Breast Imaging","German, Hindi"
805,806,Sylas,Amorine,Pediatrics,"Pediatric Cardiology, Pediatric Endocrinology, Pediatric Infectious Diseases, Pediatric Neurology",English
806,807,Olivero,Handslip,Emergency Medicine,Disaster Medicine,"Arabic, Arabic"
807,808,Anthe,Dismore,Dermatology,"Dermatopathology, Pediatric Dermatology","Arabic, French"
808,809,Leda,Glossop,Radiology,"Musculoskeletal Radiology, Neuroradiology",English
809,810,Wit,Berick,Radiology,"Interventional Radiology, Breast Imaging",English
810,811,Cathy,Roskilly,Dermatology,"Mohs Surgery, Pediatric Dermatology","Arabic, German"
